date,open,high,low,close,volume,trading_value,change_rate,foreign_net,institution_net
2025-10-10,64600,67100,64100,66300,652915,0,2.6316,0,0
2025-10-13,64700,65000,63800,64400,493476,0,-2.8658,0,0
2025-10-14,64400,64900,62200,62900,720039,0,-2.3292,0,0
2025-10-15,63100,63900,62600,63900,396748,0,1.5898,0,0
2025-10-16,64000,64900,63200,63400,638143,0,-0.7825,0,0
2025-10-17,63300,63300,61600,62300,687328,0,-1.735,0,0
2025-10-20,62300,63750,61400,63500,540550,0,1.9262,0,0
2025-10-21,64000,64700,62800,63100,647852,0,-0.6299,0,0
2025-10-22,63100,63400,61900,63400,456242,0,0.4754,0,0
2025-10-23,63000,63000,61200,61200,721573,0,-3.47,0,0
2025-10-24,61900,62800,61600,62400,538913,0,1.9608,0,0
2025-10-27,63100,64500,62900,63400,857546,0,1.6026,0,0
2025-10-28,63600,64100,62400,62800,469310,0,-0.9464,0,0
2025-10-29,62900,66800,62500,66700,2012374,0,6.2102,0,0
2025-10-30,67200,67300,62700,63000,1612760,0,-5.5472,0,0
2025-10-31,63500,67700,63100,66300,1562707,0,5.2381,0,0
2025-11-03,67900,70000,66800,70000,2167112,0,5.5807,0,0
2025-11-04,70100,70700,66000,66200,1579798,0,-5.4286,0,0
2025-11-05,61700,61700,57000,58600,12506165,0,-11.4804,0,0
2025-11-06,60100,60200,56700,57200,2495784,0,-2.3891,0,0
2025-11-07,55800,56300,54100,55400,2066089,0,-3.1469,0,0
2025-11-10,55600,56800,55200,56800,1320793,0,2.5271,0,0
2025-11-11,57500,58900,57100,57900,1311948,0,1.9366,0,0
2025-11-12,58200,59200,57200,59100,741094,0,2.0725,0,0
2025-11-13,59300,59500,58300,59000,448726,0,-0.1692,0,0
2025-11-14,57600,58400,56500,56700,735480,0,-3.8983,0,0
2025-11-17,57600,58300,57000,57900,546094,0,2.1164,0,0
2025-11-18,57100,58000,55200,55500,703244,0,-4.1451,0,0
2025-11-19,55900,56800,54700,56400,503026,0,1.6216,0,0
2025-11-20,57600,58700,57400,58200,571870,0,3.1915,0,0
2025-11-21,56400,58000,56300,57100,569830,0,-1.89,0,0
2025-11-24,58000,58100,55900,56200,451677,0,-1.5762,0,0
2025-11-25,57000,57300,56300,56700,356941,0,0.8897,0,0
2025-11-26,57300,58300,57100,58000,524896,0,2.2928,0,0
2025-11-27,58700,58700,57400,57600,447036,0,-0.6897,0,0
2025-11-28,57800,58000,57000,58000,370320,0,0.6944,0,0
2025-12-01,58100,58300,56800,57200,493228,0,-1.3793,0,0
2025-12-02,56900,58000,56800,58000,457810,0,1.3986,0,0
2025-12-03,58200,59600,57700,58800,692772,0,1.3793,0,0
2025-12-04,59000,65400,58500,62900,4024030,0,6.9728,0,0
2025-12-05,64700,68400,63400,67200,5376051,0,6.8362,0,0
2025-12-08,67200,67300,63300,64200,2040725,0,-4.4643,0,0
2025-12-09,64500,66200,63900,65300,1389442,0,1.7134,0,0
2025-12-10,65900,66500,64200,64500,987681,0,-1.2251,0,0
2025-12-11,64900,66200,63600,65400,2877228,0,1.3953,0,0
2025-12-12,66900,68500,66500,68500,2704648,0,4.7401,0,0
2025-12-15,67000,67200,65400,65400,1349790,0,-4.5255,0,0
2025-12-16,65200,66300,64600,65400,936678,0,0.0,0,0
2025-12-17,66000,66300,63500,64600,811829,0,-1.2232,0,0
2025-12-18,63000,64100,62800,63500,540801,0,-1.7028,0,0
2025-12-19,63800,64600,63000,64500,714464,0,1.5748,0,0
2025-12-22,65000,65000,63800,64100,475874,0,-0.6202,0,0
2025-12-23,64000,64700,63000,63500,593758,0,-0.936,0,0
2025-12-24,63500,63700,62600,62800,410298,0,-1.1024,0,0
2025-12-26,62800,63500,61900,62100,552108,0,-1.1146,0,0
2025-12-29,61500,62700,61300,62100,532353,0,0.0,0,0
2025-12-30,62100,62200,60900,61400,493400,0,-1.1272,0,0
2026-01-02,61500,63400,60600,62600,432812,0,1.9544,0,0
2026-01-05,63400,63400,62100,62500,343016,0,-0.1597,0,0
2026-01-06,63300,64100,62600,62900,481383,0,0.64,0,0
2026-01-07,62900,63000,61300,62000,478020,0,-1.4308,0,0
2026-01-08,61400,61900,60400,60700,463969,0,-2.0968,0,0
2026-01-09,60800,60900,59400,60100,393296,0,-0.9885,0,0
2026-01-12,60600,60900,59700,60400,411462,0,0.4992,0,0
2026-01-13,60600,63000,60600,62900,752556,0,4.1391,0,0
2026-01-14,63000,63200,61500,61800,424456,0,-1.7488,0,0
2026-01-15,61900,68700,61600,68100,2702247,0,10.1942,0,0
2026-01-16,74500,76200,67500,68000,5072559,0,-0.1468,0,0
2026-01-19,70700,72000,69300,71700,2266905,0,5.4412,0,0
2026-01-20,71300,73400,69500,69800,1507995,0,-2.6499,0,0
2026-01-21,67300,71000,67300,70500,1531117,0,1.0029,0,0
2026-01-22,70400,70400,68000,68000,1055658,0,-3.5461,0,0
2026-01-23,68600,76900,68600,73700,5590192,0,8.3824,0,0
2026-01-26,76000,76100,71000,71700,2078576,0,-2.7137,0,0
2026-01-27,72300,74400,71400,72000,1577627,0,0.4184,0,0
2026-01-28,69900,70300,68500,69200,11986014,0,-3.8889,0,0
2026-01-29,70200,71800,69000,70300,2260251,0,1.5896,0,0
