date,open,high,low,close,volume,trading_value,change_rate,foreign_net,institution_net
2023-07-13,18480,19180,18170,19060,8868816,0,3.6433,0,0
2023-07-14,18870,18870,17840,17890,12639660,0,-6.1385,0,0
2023-07-17,17910,18020,17550,17600,5080681,0,-1.621,0,0
2023-07-18,17690,17780,17310,17350,4769079,0,-1.4205,0,0
2023-07-19,17350,17690,17180,17670,4079456,0,1.8444,0,0
2023-07-20,17650,17650,17270,17570,2853528,0,-0.5659,0,0
2023-07-21,17500,17570,17260,17370,3059896,0,-1.1383,0,0
2023-07-24,17370,17390,17030,17280,4077810,0,-0.5181,0,0
2023-07-25,17310,17790,17310,17710,5707891,0,2.4884,0,0
2023-07-26,17760,17770,16550,16720,10079108,0,-5.5901,0,0
2023-07-27,16630,17210,16630,16860,4696296,0,0.8373,0,0
2023-07-28,16860,17480,16570,17480,5137810,0,3.6773,0,0
2023-07-31,17850,17850,17370,17490,5780632,0,0.0572,0,0
2023-08-01,17460,17730,17350,17500,3702874,0,0.0572,0,0
2023-08-02,17440,18240,17330,17690,10983837,0,1.0857,0,0
2023-08-03,17840,17850,16940,16970,6967040,0,-4.0701,0,0
2023-08-04,16970,17080,16710,16920,3665049,0,-0.2946,0,0
2023-08-07,17050,17240,16780,16800,3702972,0,-0.7092,0,0
2023-08-08,16830,17060,16680,16760,2897858,0,-0.2381,0,0
2023-08-09,16800,17040,16730,17000,2682800,0,1.432,0,0
2023-08-10,16910,17080,16810,16880,2426479,0,-0.7059,0,0
2023-08-11,16900,17070,16810,16930,2143319,0,0.2962,0,0
2023-08-14,16960,17050,16590,16610,3222873,0,-1.8901,0,0
2023-08-16,16450,16580,16300,16310,2911073,0,-1.8061,0,0
2023-08-17,16230,16350,15950,16250,3587408,0,-0.3679,0,0
2023-08-18,16020,16260,15940,16020,2713901,0,-1.4154,0,0
2023-08-21,16000,16280,15980,16020,2066185,0,0.0,0,0
2023-08-22,16070,16110,15960,15990,2318700,0,-0.1873,0,0
2023-08-23,15990,16850,15990,16380,5050867,0,2.439,0,0
2023-08-24,16700,16700,16220,16570,3075005,0,1.16,0,0
2023-08-25,16360,16810,16340,16700,2370322,0,0.7846,0,0
2023-08-28,16870,17330,16870,17170,5669524,0,2.8144,0,0
2023-08-29,17290,17440,17100,17360,3520744,0,1.1066,0,0
2023-08-30,17400,17820,17350,17750,5876303,0,2.2465,0,0
2023-08-31,17990,18760,17830,18220,17523405,0,2.6479,0,0
2023-09-01,18290,18550,17410,17470,9137701,0,-4.1164,0,0
2023-09-04,17480,17710,17170,17190,4217999,0,-1.6027,0,0
2023-09-05,17230,17240,16910,16970,3644463,0,-1.2798,0,0
2023-09-06,17000,17080,16600,16610,4131111,0,-2.1214,0,0
2023-09-07,16530,16760,16520,16660,3142247,0,0.301,0,0
2023-09-08,16800,16870,16610,16850,2658948,0,1.1405,0,0
2023-09-11,16970,17730,16970,17220,8021543,0,2.1958,0,0
2023-09-12,17290,17290,16750,16770,4082563,0,-2.6132,0,0
2023-09-13,16770,17010,16600,16910,2985320,0,0.8348,0,0
2023-09-14,16900,17020,16790,17020,2531644,0,0.6505,0,0
2023-09-15,17040,17190,16900,17170,2925758,0,0.8813,0,0
2023-09-18,17170,17320,17020,17020,2142331,0,-0.8736,0,0
2023-09-19,17950,18090,17410,17900,17114186,0,5.1704,0,0
2023-09-20,17850,17850,17050,17060,6875625,0,-4.6927,0,0
2023-09-21,16980,17200,16800,16840,4370886,0,-1.2896,0,0
2023-09-22,16650,16950,16550,16670,3567261,0,-1.0095,0,0
2023-09-25,16630,16680,16460,16550,2921505,0,-0.7199,0,0
2023-09-26,16620,16760,16310,16330,3017727,0,-1.3293,0,0
2023-09-27,16140,16500,16090,16430,2166027,0,0.6124,0,0
2023-10-04,16340,16380,15760,15770,4253850,0,-4.017,0,0
2023-10-05,15880,16050,15500,15530,3060416,0,-1.5219,0,0
2023-10-06,15400,15650,15370,15440,2209136,0,-0.5795,0,0
2023-10-10,14950,15330,14750,14800,6464477,0,-4.1451,0,0
2023-10-11,14950,15280,14860,15210,3159069,0,2.7703,0,0
2023-10-12,15280,15440,14970,15130,4094298,0,-0.526,0,0
2023-10-13,15300,15310,14400,14530,7824978,0,-3.9656,0,0
2023-10-16,14390,14570,14170,14290,3670542,0,-1.6518,0,0
2023-10-17,14440,14730,14270,14270,3452233,0,-0.14,0,0
2023-10-18,14280,14520,14280,14420,2341923,0,1.0512,0,0
2023-10-19,14190,14270,13960,14030,3101406,0,-2.7046,0,0
2023-10-20,13950,14090,13730,13830,3044333,0,-1.4255,0,0
2023-10-23,13830,14050,13800,13860,2164663,0,0.2169,0,0
2023-10-24,13990,14130,13460,14050,2718220,0,1.3709,0,0
2023-10-25,14120,14160,13930,14060,1728852,0,0.0712,0,0
2023-10-26,13810,13930,13560,13630,2597308,0,-3.0583,0,0
2023-10-27,13740,13870,13500,13580,2140230,0,-0.3668,0,0
2023-10-30,13450,13790,13450,13780,1976907,0,1.4728,0,0
2023-10-31,13910,13920,13350,13420,2783847,0,-2.6125,0,0
2023-11-01,13550,13690,13410,13460,1675872,0,0.2981,0,0
2023-11-02,13690,14030,13580,13910,2901997,0,3.3432,0,0
2023-11-03,14020,14190,13770,13980,2417312,0,0.5032,0,0
2023-11-06,14540,15000,14360,15000,5270912,0,7.2961,0,0
2023-11-07,15000,15000,14350,14580,3590867,0,-2.8,0,0
2023-11-08,14610,14850,14470,14550,2276346,0,-0.2058,0,0
2023-11-09,14290,14410,14020,14110,3451251,0,-3.0241,0,0
2023-11-10,13850,13940,13770,13840,1636104,0,-1.9135,0,0
2023-11-13,13980,14040,13680,13720,1697288,0,-0.8671,0,0
2023-11-14,13860,14210,13800,14210,1811655,0,3.5714,0,0
2023-11-15,14450,14660,14360,14660,2557703,0,3.1668,0,0
2023-11-16,14700,14740,14530,14600,1614014,0,-0.4093,0,0
2023-11-17,14610,14620,14340,14390,1386982,0,-1.4384,0,0
2023-11-20,14370,14720,14290,14680,1707728,0,2.0153,0,0
2023-11-21,14700,14780,14530,14690,2008313,0,0.0681,0,0
2023-11-22,14750,14770,14450,14610,1688901,0,-0.5446,0,0
2023-11-23,14730,15080,14710,14940,3026285,0,2.2587,0,0
2023-11-24,14950,15130,14880,15020,1703946,0,0.5355,0,0
2023-11-27,15080,15100,14840,14960,1661963,0,-0.3995,0,0
2023-11-28,15110,15340,15030,15260,2643879,0,2.0053,0,0
2023-11-29,15260,15260,14970,15070,1786131,0,-1.2451,0,0
2023-11-30,14990,15800,14870,15800,3705112,0,4.8441,0,0
2023-12-01,15600,15600,15220,15270,2260691,0,-3.3544,0,0
